Reference_Date,Gold_Ask_995,Gold_Bid_995,Sov_Old_Ask,Sov_Old_Bid,Sov_New_Upto1973_Ask,Sov_New_Upto1973_Bid,Sov_New_Post1974_Ask,Sov_New_Post1974_Bid,Gold_Spread,Sov_Old_Spread,Sov_New_Upto1973_Spread,Sov_New_Post1974_Spread
2015-10-30,32.17,36.38,237.18,286.86,237.18,286.86,237.18,284,-4.21,-49.68,-49.68,-46.82
2015-11-02,31.84,36,235.12,283.56,235.12,283.56,235.12,280.71,-4.16,-48.44,-48.44,-45.59
2015-11-04,31.46,35.59,232.28,280.78,232.28,280.78,232.28,277.9,-4.13,-48.5,-48.5,-45.62
2015-11-09,31.23,35.32,230.78,278.78,230.78,278.78,230.78,275.86,-4.09,-48,-48,-45.08
2015-11-12,31.1,35.17,229.14,277.06,229.14,277.06,229.14,275.11,-4.07,-47.92,-47.92,-45.97
2015-11-13,30.86,34.92,227.76,274.56,227.76,274.56,227.76,272.62,-4.06,-46.8,-46.8,-44.86
2015-11-16,31.38,35.49,231.68,279.87,231.68,279.87,231.68,276.94,-4.11,-48.19,-48.19,-45.26
2015-11-17,31.12,35.22,229.41,277.67,229.41,277.67,229.41,274.71,-4.1,-48.26,-48.26,-45.3
2015-11-18,30.86,34.9,227.77,274.96,227.77,274.96,227.77,272.99,-4.04,-47.19,-47.19,-45.22
2015-11-20,31.15,35.22,229.87,277.95,229.87,277.95,229.87,275.02,-4.07,-48.08,-48.08,-45.15
2015-11-23,30.98,35.03,228.51,275.85,228.51,275.85,228.51,273.88,-4.05,-47.34,-47.34,-45.37
2015-11-25,31.15,35.24,230.4,277.74,230.4,277.74,230.4,274.79,-4.09,-47.34,-47.34,-44.39
2015-11-27,30.96,35.01,228.56,275.92,228.56,275.92,228.56,272.95,-4.05,-47.36,-47.36,-44.39
2015-11-30,30.67,34.69,226.38,273.69,226.38,273.69,226.38,270.71,-4.02,-47.31,-47.31,-44.33
2015-12-01,31.15,35.22,230.2,277.75,230.2,277.75,230.2,274.78,-4.07,-47.55,-47.55,-44.58
2015-12-02,30.94,34.99,228.57,275.93,228.57,275.93,228.57,272.97,-4.05,-47.36,-47.36,-44.4
2015-12-03,30.59,34.59,226.26,272.55,226.26,272.55,226.26,270.57,-4,-46.29,-46.29,-44.31
2015-12-04,29.85,33.76,220.76,265.69,220.76,265.69,220.76,263.77,-3.91,-44.93,-44.93,-43.01
2015-12-07,30.72,34.72,226.96,273.47,226.96,273.47,226.96,271.54,-4,-46.51,-46.51,-44.58
2015-12-08,30.34,34.32,224.35,270.71,224.35,270.71,224.35,267.81,-3.98,-46.36,-46.36,-43.46
2015-12-10,30,33.93,221.41,267.17,221.41,267.17,221.41,265.26,-3.93,-45.76,-45.76,-43.85
2015-12-14,30.14,34.08,222.1,268.97,222.1,268.97,222.1,266.1,-3.94,-46.87,-46.87,-44
2015-12-15,29.65,33.55,219.06,264.6,219.06,264.6,219.06,261.75,-3.9,-45.54,-45.54,-42.69
2015-12-16,29.93,33.84,220.76,266.64,220.76,266.64,220.76,264.73,-3.91,-45.88,-45.88,-43.97
2015-12-17,30.22,34.18,223.48,269.8,223.48,269.8,223.48,266.9,-3.96,-46.32,-46.32,-43.42
2015-12-18,29.93,33.88,220.82,266.98,220.82,266.98,220.82,264.08,-3.95,-46.16,-46.16,-43.26
2015-12-21,30.23,34.2,223.08,269.31,223.08,269.31,223.08,267.38,-3.97,-46.23,-46.23,-44.3
2015-12-28,30.07,34.01,221.92,267.79,221.92,267.79,221.92,265.88,-3.94,-45.87,-45.87,-43.96
2015-12-31,29.89,33.8,220.18,266.08,220.18,266.08,220.18,264.16,-3.91,-45.9,-45.9,-43.98
2016-01-04,30.17,34.09,222.5,268.62,222.5,268.62,222.5,266.7,-3.92,-46.12,-46.12,-44.2
2016-01-05,30.6,34.61,225.78,272.3,225.78,272.3,225.78,270.37,-4.01,-46.52,-46.52,-44.59
2016-01-07,31.09,35.14,228.96,276.58,228.96,276.58,228.96,274.65,-4.05,-47.62,-47.62,-45.69
2016-01-13,30.81,34.82,227.56,274.19,227.56,274.19,227.56,272.25,-4.01,-46.63,-46.63,-44.69
2016-01-15,30.56,34.56,225.67,272.04,225.67,272.04,225.67,270.12,-4,-46.37,-46.37,-44.45
2016-01-18,30.75,34.77,227.06,274.43,227.06,274.43,227.06,271.54,-4.02,-47.37,-47.37,-44.48
2016-01-21,31.1,35.16,229.83,277.38,229.83,277.38,229.83,274.49,-4.06,-47.55,-47.55,-44.66
2016-01-25,31.28,35.36,230.64,278.49,230.64,278.49,230.64,276.55,-4.08,-47.85,-47.85,-45.91
2016-01-26,31.54,35.69,232.76,280.64,232.76,280.64,232.76,278.71,-4.15,-47.88,-47.88,-45.95
2016-01-27,31.71,35.86,234.19,283.07,234.19,283.07,234.19,280.18,-4.15,-48.88,-48.88,-45.99
2016-01-29,31.4,35.51,231.37,279.93,231.37,279.93,231.37,277.05,-4.11,-48.56,-48.56,-45.68
2016-02-01,31.8,35.96,234.51,283.46,234.51,283.46,234.51,280.57,-4.16,-48.95,-48.95,-46.06
2016-02-08,32.17,36.38,237.33,286.52,237.33,286.52,237.33,283.7,-4.21,-49.19,-49.19,-46.37
2016-02-09,32.69,36.98,241.08,291.23,241.08,291.23,241.08,288.43,-4.29,-50.15,-50.15,-47.35
2016-02-10,32.43,36.67,239.29,289.07,239.29,289.07,239.29,286.28,-4.24,-49.78,-49.78,-46.99
2016-02-11,33.12,37.44,244.73,294.76,244.73,294.76,244.73,291.98,-4.32,-50.03,-50.03,-47.25
2016-02-12,33.71,38.11,248.66,299.92,248.66,299.92,248.66,298.07,-4.4,-51.26,-51.26,-49.41
2016-02-15,33.23,37.59,244.96,296.34,244.96,296.34,244.96,293.52,-4.36,-51.38,-51.38,-48.56
2016-02-16,33.36,37.73,246.09,297.58,246.09,297.58,246.09,294.76,-4.37,-51.49,-51.49,-48.67
2016-02-19,33.9,38.35,250.01,301.92,250.01,301.92,250.01,299.09,-4.45,-51.91,-51.91,-49.08
2016-02-22,33.52,37.89,247.27,298.18,247.27,298.18,247.27,296.29,-4.37,-50.91,-50.91,-49.02
2016-02-23,33.9,38.31,250.14,302.34,250.14,302.34,250.14,299.49,-4.41,-52.2,-52.2,-49.35
2016-02-24,34.26,38.72,253.34,304.86,253.34,304.86,253.34,302.96,-4.46,-51.52,-51.52,-49.62
2016-02-25,34.52,39.04,254.87,307.4,254.87,307.4,254.87,304.54,-4.52,-52.53,-52.53,-49.67
2016-02-29,34.83,39.36,256.84,309.9,256.84,309.9,256.84,307.01,-4.53,-53.06,-53.06,-50.17
2016-03-01,35.14,39.73,259.13,313.36,259.13,313.36,259.13,310.47,-4.59,-54.23,-54.23,-51.34
2016-03-02,34.75,39.29,256.9,310.1,256.9,310.1,256.9,307.21,-4.54,-53.2,-53.2,-50.31
2016-03-03,35.1,39.68,258.72,313,258.72,313,258.72,310.1,-4.58,-54.28,-54.28,-51.38
2016-03-04,35.72,40.38,264.02,318.35,264.02,318.35,264.02,315.47,-4.66,-54.33,-54.33,-51.45
2016-03-07,35.57,40.21,262.95,317.19,262.95,317.19,262.95,314.31,-4.64,-54.24,-54.24,-51.36
2016-03-08,35.39,40.04,261.28,315.17,261.28,315.17,261.28,312.32,-4.65,-53.89,-53.89,-51.04
2016-03-09,35.18,39.78,259.75,313.71,259.75,313.71,259.75,310.85,-4.6,-53.96,-53.96,-51.1
2016-03-10,34.96,39.52,257.85,311.69,257.85,311.69,257.85,308.82,-4.56,-53.84,-53.84,-50.97
2016-03-11,35.08,39.66,259.37,312.63,259.37,312.63,259.37,309.81,-4.58,-53.26,-53.26,-50.44
2016-03-15,34,38.44,251.3,303.35,251.3,303.35,251.3,300.52,-4.44,-52.05,-52.05,-49.22
2016-03-17,34.47,38.98,254.86,307.69,254.86,307.69,254.86,304.89,-4.51,-52.83,-52.83,-50.03
2016-03-18,34.22,38.69,252.71,305.24,252.71,305.24,252.71,302.45,-4.47,-52.53,-52.53,-49.74
2016-03-21,33.99,38.43,251.12,302.63,251.12,302.63,251.12,299.84,-4.44,-51.51,-51.51,-48.72
2016-03-22,34.29,38.77,253.34,305.06,253.34,305.06,253.34,303.2,-4.48,-51.72,-51.72,-49.86
2016-03-23,33.89,38.32,249.94,301.58,249.94,301.58,249.94,299.71,-4.43,-51.64,-51.64,-49.77
2016-03-24,33.56,37.95,247.94,298.61,247.94,298.61,247.94,296.73,-4.39,-50.67,-50.67,-48.79
2016-03-31,33.37,37.74,246.54,297.62,246.54,297.62,246.54,294.84,-4.37,-51.08,-51.08,-48.3
2016-04-01,33.26,37.61,245.26,296.08,245.26,296.08,245.26,293.31,-4.35,-50.82,-50.82,-48.05
2016-04-04,32.88,37.2,242.54,293.17,242.54,293.17,242.54,290.41,-4.32,-50.63,-50.63,-47.87
2016-04-05,33.35,37.71,246.48,297.42,246.48,297.42,246.48,294.65,-4.36,-50.94,-50.94,-48.17
2016-04-07,33.38,37.74,246.64,297.49,246.64,297.49,246.64,294.73,-4.36,-50.85,-50.85,-48.09
2016-04-11,33.71,38.12,248.84,300.68,248.84,300.68,248.84,297.93,-4.41,-51.84,-51.84,-49.09
2016-04-15,33.55,37.95,247.8,299.14,247.8,299.14,247.8,296.34,-4.4,-51.34,-51.34,-48.54
2016-04-20,33.85,38.28,250,301.16,250,301.16,250,299.31,-4.43,-51.16,-51.16,-49.31
2016-04-21,34.28,38.76,253.3,305.81,253.3,305.81,253.3,303.03,-4.48,-52.51,-52.51,-49.73
2016-04-22,33.95,38.39,250.52,302.84,250.52,302.84,250.52,300.05,-4.44,-52.32,-52.32,-49.53
2016-04-25,33.75,38.16,249.13,300.62,249.13,300.62,249.13,297.82,-4.41,-51.49,-51.49,-48.69
2016-04-27,33.85,38.28,249.65,301.91,249.65,301.91,249.65,299.13,-4.43,-52.26,-52.26,-49.48
2016-05-04,34.25,38.72,253.31,305.22,253.31,305.22,253.31,302.48,-4.47,-51.91,-51.91,-49.17
